Exchange,Stock Symbol,Security ID,Min qty
NSE,875BTL29 N0,27031,1
NSE,875CIFC23B NJ,22542,1
NSE,715OR38 SG,27152,100
NSE,715PN44 SG,25479,100
NSE,715PY39A SG,29710,100
NSE,715RJ30 SG,22054,100
NSE,715RJ31 SG,2545,100
NSE,87SCL27A ZK,11846,1
NSE,880IIFL26 N0,757663,1
NSE,880IREDA29 N5,1391,1
NSE,880IREDA34 N6,1393,1
NSE,883GS2041 GS,7013,1
NSE,884LTF29 N6,20648,1
NSE,885AEL28 NB,757871,1
NSE,885CIFCL34 NS,23244,1
NSE,885IHL26 N1,28852,1
NSE,885LTF27 NE,20671,1
NSE,91MOFSL27 N2,23702,1
NSE,91PEL35 N0,29756,1
NSE,91PFL27 N0,756956,1
NSE,91PFL30 N0,757841,1
NSE,91SFL27 ZI,17172,1
NSE,920DCBBL34 N0,27132,1
NSE,920HFL30 N0,25622,1
NSE,920IIFLS26 N8,24133,1
NSE,920PEL28 N2,19853,1
NSE,920SCL28 N0,758139,1
NSE,715RJ31A SG,2744,100
NSE,715RJ35 SG,30159,100
NSE,715RJ42 SG,25475,100
NSE,715RJ53 SG,757833,100
NSE,715SHFL28 N0,757896,1
NSE,715SHFL30 N0,757047,1
NSE,715TN27 SG,22120,100
NSE,715TN33 SG,30182,100
NSE,940SFIL28 NN,14036,1
NSE,943ECL28 NJ,4288,1
NSE,945SCL28 N0,757610,1
NSE,945SCL29 N0,757612,1
NSE,945SCL32 NL,757477,1
NSE,948SCL26 N9,19768,1
NSE,948SCL26A NN,20075,1
NSE,948SCL26B Y8,21000,1
NSE,715TN35 SG,29241,100
NSE,715UK30 SG,28828,100
NSE,715UP32 SG,7821,100
NSE,715UP37 SG,29007,100
NSE,743TN33 SG,18404,100
NSE,743TN34 SG,23326,100
NSE,743TN34A SG,23674,100
NSE,743TN43 SG,17670,100
NSE,743TN47 SG,8587,100
NSE,743TN53 SG,17671,100
NSE,743TN53A SG,18922,100
NSE,743TS33 SG,15265,100
NSE,743TS41 SG,17840,100
NSE,743TS41A SG,23678,100
NSE,743TS43 SG,24011,100
NSE,743TS50 SG,17115,100
NSE,743TS54 SG,22211,100
NSE,744AP33 SG,18400,100
NSE,744AP36 SG,18681,100
NSE,744AP39 SG,22701,100
NSE,744AP39A SG,22754,100
NSE,744AP40 SG,18411,100
NSE,744AP42 SG,8721,100
NSE,744AP43 SG,17669,100
NSE,744CG29 SG,22742,100
NSE,744CG30 SG,22692,100
NSE,744GA33 SG,18327,100
NSE,744HP34 SG,23999,100
NSE,744HR27 SG,12657,100
NSE,744HR32 SG,17220,100
NSE,744HR33 SG,18323,100
NSE,744HR35 SG,18407,100
NSE,716MH55 SG,758199,100
NSE,716ML31 SG,2756,100
NSE,716MP37A SG,29705,100
NSE,716MP40A SG,29701,100
NSE,716MP44 SG,27206,100
NSE,716MZ35 SG,29574,100
NSE,716OR50 SG,757831,100
NSE,716PFCL40 N0,28786,1
NSE,716PY40A SG,29700,100
NSE,716RJ34 SG,27189,100
NSE,716RJ45 SG,25965,100
NSE,716TN54 SG,25969,100
NSE,716TN54A SG,27207,100
NSE,716TS47 SG,25967,100
NSE,716TS49 SG,25968,100
NSE,716UP29 SG,22090,100
NSE,716UP31 SG,2759,100
NSE,716UP39 SG,28827,100
NSE,716UP39B SG,29699,100
NSE,716WB39 SG,28829,100
NSE,716WB42 SG,29010,100
NSE,717AP32 SG,29497,100
NSE,717AP37 SG,28992,100
NSE,717AP38 SG,28993,100
NSE,717AP39 SG,28995,100
NSE,717AP43 SG,25963,100
NSE,717AS31 SG,2548,100
NSE,717BR30 SG,22216,100
NSE,717BR30A SG,22223,100
NSE,717BR32 SG,8327,100
NSE,717CG30 SG,22160,100
NSE,717GA35 SG,27197,100
NSE,717GA35A SG,758585,100
NSE,717GJ30 SG,22214,100
NSE,717GJ30A SG,22222,100
NSE,717GS2028 GS,7208,1
NSE,717GS2030 GS,15050,1
NSE,717HP30 SG,20846,100
NSE,717HR29 SG,20310,100
NSE,717HR30 SG,20849,100
NSE,717IRFC35 N0,30487,1
NSE,717KA29 SG,20573,100
NSE,717KA30 SG,20918,100
NSE,717KL32 SG,8329,100
NSE,717KL38 SG,30161,100
NSE,717KL51 SG,757832,100
NSE,717MH37 SG,29926,100
NSE,717MH54 SG,758198,100
NSE,717ML31 SG,2551,100
NSE,717MP29 SG,21976,100
NSE,717MP31 SG,30085,100
NSE,717MP35 SG,21973,100
NSE,717MP38 SG,29004,100
NSE,717MP41 SG,28819,100
NSE,717OR30 SG,30091,100
NSE,717OR40 SG,30164,100
NSE,717PN30 SG,22212,100
NSE,717PN30A SG,22220,100
NSE,717PN44 SG,25964,100
NSE,717RJ30 SG,22044,100
NSE,717RJ32 SG,8331,100
NSE,717RJ35 SG,29920,100
NSE,717RJ52 SG,758197,100
NSE,717SHFL30 N0,757565,1
NSE,717SIHF28 N0,758872,1
NSE,717TCHFL30 N0,756825,1
NSE,717TN29 SG,22123,100
NSE,717TN30 SG,8681,100
NSE,717TN33 SG,29914,100
NSE,717TN45 SG,29576,100
NSE,717TR30 SG,22140,100
NSE,985ECL28 NK,4292,1
NSE,985SCL32 NJ,757475,1
NSE,985SFIL28 NO,14038,1
NSE,98SCL27 ZX,13484,1
NSE,98SCL34 ZS,23972,1
NSE,98SCL34Z N1,28932,1
NSE,98SFIL26 NU,15235,1
NSE,98VFPL28 N0,24284,1
NSE,990CCSP27 N0,757129,1
NSE,990IIFL26 N0,29182,1
NSE,990IIFL26A N0,29188,1
NSE,990IIFL26B N0,29186,1
NSE,672KA33 SG,1166,100
NSE,672KL27 SG,2901,100
NSE,672MH38 SG,756063,100
NSE,672MH40 SG,756065,100
NSE,672PN30 SG,21786,100
NSE,672RJ30 SG,171,100
NSE,672TN27 SG,420,100
NSE,672TR40 SG,756814,100
NSE,672TS26 SG,22192,100
NSE,673HPCL30 N0,756705,1
NSE,673KL28 SG,21903,100
NSE,673MP30 SG,21981,100
NSE,673PN40 SG,1382,100
NSE,673RJ35 SG,757560,100
NSE,673SK30 SG,173,100
NSE,673TN30 SG,22122,100
NSE,717TS41 SG,5090,100
NSE,717UK29 SG,22167,100
NSE,717UK32 SG,30180,100
NSE,717UP31 SG,2676,100
NSE,717UP33 SG,30183,100
NSE,717UP39 SG,30162,100
NSE,717WB32 SG,8332,100
NSE,717WB42 SG,28831,100
NSE,718AP28 SG,20309,100
NSE,718AP33 SG,20020,100
NSE,718AP40 SG,7713,100
NSE,718AP40A SG,27203,100
NSE,718AS29 SG,20311,100
NSE,718AS30 SG,20146,100
NSE,718BR30 SG,20109,100
NSE,718BR34 SG,27188,100
NSE,718BR45 SG,29566,100
NSE,718BR45B SG,29702,100
NSE,718CG27 SG,22161,100
NSE,718CG30 SG,22163,100
NSE,718GJ28 SG,16651,100
NSE,718GJ30 SG,20696,100
NSE,718GS2033 GS,18025,1
NSE,718GS2037 GS,17398,1
NSE,718HP32 SG,20108,100
NSE,718HR38 SG,28996,100
NSE,718HR41 SG,2407,100
NSE,718JK45 SG,29571,100
NSE,718JK45A SG,757927,100
NSE,718KA33 SG,7694,100
NSE,718KL29 SG,21912,100
NSE,718KL50 SG,29523,100
NSE,718KL50A SG,30172,100
NSE,718MH30 SG,8934,100
NSE,718MH38 SG,29929,100
NSE,718MH39 SG,29930,100
NSE,718MN31 SG,2679,100
NSE,718MP30 SG,21972,100
NSE,718MP46 SG,30167,100
NSE,718MP48A SG,29703,100
NSE,718MP49 SG,30171,100
NSE,718MZ40 SG,30163,100
NSE,718OR46 SG,30168,100
NSE,718RJ29 SG,22060,100
NSE,718RJ30 SG,22072,100
NSE,718RJ38 SG,27201,100
NSE,718SFL28 N0,757900,1
NSE,718SK31 SG,2681,100
NSE,718TN35 SG,30070,100
NSE,718TN36 SG,29924,100
NSE,718TN45 SG,30165,100
NSE,718TN55 SG,29524,100
NSE,718TN55A SG,29579,100
NSE,718TN55B SG,30173,100
NSE,718TS33 SG,7690,100
NSE,718TS47 SG,29521,100
NSE,718TS49 SG,29522,100
NSE,718TS51 SG,4900,100
NSE,718UP30 SG,22213,100
NSE,718UP30A SG,22221,100
NSE,718WB35 SG,22144,100
NSE,718WB39 SG,27202,100
NSE,718WB41 SG,27204,100
NSE,732WB38 SG,30013,100
NSE,733AP33 SG,16647,100
NSE,733AP39 SG,24652,100
NSE,733AP40 SG,24491,100
NSE,733AP42 SG,16653,100
NSE,733AP43 SG,16654,100
NSE,733AP43A SG,24493,100
NSE,733AS32 SG,8688,100
NSE,733GA39 SG,24419,100
NSE,733GS2026 GS,19685,1
NSE,733HR36 SG,24183,100
NSE,733JK51 SG,24105,100
NSE,733KA37 SG,7858,100
NSE,733KA40 SG,7859,100
NSE,733KL54 SG,24571,100
NSE,733MH31 SG,16224,100
NSE,733MH44 SG,24657,100
NSE,733MP42 SG,7861,100
NSE,733NL33 SG,16035,100
NSE,733RJ43 SG,24198,100
NSE,733RJ44 SG,24203,100
NSE,733TN32 SG,24562,100
NSE,733TN33 SG,15749,100
NSE,733TN52 SG,8007,100
NSE,733TN52A SG,8371,100
NSE,733TN54 SG,22115,100
NSE,733TN57 SG,8372,100
NSE,733TS40 SG,24490,100
NSE,719PN45 SG,29515,100
NSE,719PN49 SG,757914,100
NSE,719RJ35 SG,30097,100
NSE,719SK31 SG,2384,100
NSE,719TN30 SG,22125,100
NSE,719TN32 SG,8491,100
NSE,719TN32A SG,25106,100
NSE,719TN34 SG,24895,100
NSE,719TN35 SG,22110,100
NSE,719TN42 SG,8337,100
NSE,719TS44 SG,758194,100
NSE,719TS46 SG,29516,100
NSE,719TS49 SG,758196,100
NSE,719UP29 SG,22092,100
NSE,719UP31 SG,2552,100
NSE,719UP36 SG,27198,100
NSE,719WB29 SG,22148,100
NSE,719WB36 SG,2762,100
NSE,ABSLFTUJRG MF,14802,1
NSE,ABSLFTUJRN MF,14804,1
NSE,ABSLLIQUID EQ,14518,1
NSE,ABSLNN50ET EQ,7339,1
NSE,ABSLPSE EQ,23806,1
NSE,ABSMARINE SM,23783,500
NSE,ACC EQ,22,1
NSE,ACCELYA EQ,7053,1
NSE,ACCENTMIC ST,20496,500
NSE,ACCORD SM,21217,2000
NSE,ACCPL SM,757021,1200
NSE,ACCURACY EQ,1465,1
NSE,ACE EQ,13587,1
NSE,ACEINTEG EQ,11779,1
NSE,ALKEM EQ,11703,1
NSE,ALKYLAMINE EQ,4487,1
NSE,ALLCARGO EQ,13501,1
NSE,ALLDIGI EQ,11798,1
NSE,ALLETEC SM,13203,400
NSE,ALLTIME EQ,758448,1
NSE,ALMONDZ EQ,16719,1
NSE,ALOKINDS EQ,17675,1
NSE,ALPA EQ,14848,1
NSE,ALPEXSOLAR SM,22688,200
NSE,ALPHA EQ,7412,1
NSE,ALPHA27 N1,22856,1
NSE,ALPHAETF EQ,19640,1
NSE,ALPHAGEO EQ,14597,1
NSE,ARISINFRA EQ,757614,1
NSE,ARISTO ST,13931,1600
NSE,ARKADE EQ,25398,1
NSE,ARMANFIN EQ,17263,1
NSE,AROGRANITE EQ,14557,1
NSE,ARROWGREEN EQ,9260,1
NSE,ARSHIYA BZ,29015,1
NSE,ARSSINFRA BE,18206,1
NSE,ARTEMISMED EQ,16913,1
NSE,ARTNIRMAN BE,6159,1
NSE,ARUNAYA ST,756899,2000
NSE,ARVEE EQ,2814,1
NSE,ARVIND EQ,193,1
NSE,ARVINDFASN EQ,9111,1
NSE,ARVINDPORT ST,19587,1500
NSE,71ABHFL27 N0,757995,1
NSE,71AP37 SG,469,100
NSE,71AS45 SG,30447,100
NSE,71GS2034 GS,23463,1
NSE,71HP40 SG,30442,100
NSE,71JK30 SG,20018,100
NSE,71JK33 SG,4894,100
NSE,71JK33A SG,5342,100
NSE,71KA32 SG,7693,100
NSE,71KA32A SG,25766,100
NSE,71KL34 SG,25702,100
NSE,71KL43 SG,30445,100
NSE,71KL45 SG,757714,100
NSE,71MH32 SG,313,100
NSE,71MH32A SG,25764,100
NSE,71MH33 SG,25352,100
NSE,71MH36 SG,5232,100
NSE,71MN40 SG,757712,100
NSE,71NL35 SG,30432,100
NSE,71PN45 SG,30448,100
NSE,71RJ34 SG,25494,100
NSE,71RJ43 SG,30446,100
NSE,71SK35 SG,30435,100
NSE,71TN32 SG,8292,100
NSE,71TN32A SG,27186,100
NSE,71TN34 SG,25354,100
NSE,71TS55 SG,757440,100
NSE,71WB30 SG,22151,100
NSE,71WB45 SG,30449,100
NSE,71WB46 SG,30450,100
NSE,71WB47 SG,30451,100
NSE,71WB50 SG,757555,100
NSE,71WB51 SG,757556,100
NSE,72092LTF27 N0,757045,1
NSE,720AR30 SG,20518,100
NSE,720AS30 SG,20358,100
NSE,702TN29A SG,30177,100
NSE,702TN30 SG,8287,100
NSE,702TN31 SG,7533,100
NSE,702UP31 SG,5335,100
NSE,702WB31 SG,5039,100
NSE,703AP40 SG,475,100
NSE,703AS31 SG,7512,100
NSE,703CG30 SG,25484,100
NSE,703GJ35 SG,29281,100
NSE,703HP31 SG,7519,100
NSE,703HR35 SG,30430,100
NSE,703HR39 SG,757435,100
NSE,703HR40 SG,21236,100
NSE,703KA32 SG,6104,100
NSE,703KA33 SG,30428,100
NSE,703KL30 SG,21915,100
NSE,703MH38 SG,757548,100
NSE,703MN31 SG,6479,100
NSE,703MP31 SG,2239,100
NSE,703NBFID30 N0,755988,1
NSE,703NL30 SG,21997,100
NSE,703OR31 SG,29278,100
NSE,703PY28 SG,22029,100
NSE,703RJ30 SG,22076,100
NSE,703RJ31 SG,7531,100
NSE,703RJ36 SG,2248,100
NSE,703TN29 SG,25212,100
NSE,703TN29A SG,28824,100
NSE,703TN30 SG,8321,100
NSE,703TN46 SG,3719,100
NSE,703TN51 SG,3722,100
NSE,703TS51 SG,4556,100
NSE,703UP30 SG,22087,100
NSE,AXISBPSETF EQ,3530,1
NSE,AXISCADES BE,9440,1
NSE,AXISCETF EQ,5732,1
NSE,AXISGOLD EQ,20532,1
NSE,AXISHCETF EQ,3608,1
NSE,AXISILVER EQ,11193,1
NSE,AXISNIFTY EQ,21252,1
NSE,AXISTECETF EQ,3010,1
NSE,AXISVALUE EQ,30155,1
NSE,AXITA EQ,9902,1
NSE,AXSENSEX EQ,14742,1
NSE,AYMSYNTEX EQ,10285,1
NSE,AZAD EQ,20905,1
NSE,BABAFP SM,20141,1600
NSE,BAFNAPH EQ,17742,1
NSE,990IIFL27 N0,28569,1
NSE,990IIFL27A N0,30059,1
NSE,990SCFL26 AJ,14696,1
NSE,990SCL26 N7,19760,1
NSE,990SCL26A NL,20061,1
NSE,990SCL26B Y7,20995,1
NSE,990SCL26D AH,14720,1
NSE,990SCL26I AV,17515,1
NSE,990SCL27 YT,23293,1
NSE,990SCL27B N1,25548,1
NSE,990SCL28 N1,30222,1
NSE,995CCSP27 N0,756333,1
NSE,995ISF28 N0,756167,1
NSE,995ISF28A N0,755875,1
NSE,995ISF35 N0,758290,1
NSE,995SCL2035 NM,757497,1
NSE,BEDMUTHA EQ,20196,1
NSE,BEL EQ,383,1
NSE,BELLACASA EQ,757938,1
NSE,BELRISE EQ,757102,1
NSE,BEML EQ,395,1
NSE,BEPL EQ,419,1
NSE,BERGEPAINT EQ,404,1
NSE,BESTAGRO EQ,2306,1
NSE,BETA SM,81,105
NSE,BEWLTD SM,5662,500
NSE,BFINVEST EQ,21113,1
NSE,BFSI EQ,5220,1
NSE,BFUTILITIE EQ,14567,1
NSE,704AP33 SG,30424,100
NSE,704AP34 SG,5967,100
NSE,704AP40 SG,3689,100
NSE,704AP41 SG,3692,100
NSE,704GJ30 SG,20359,100
NSE,704GJ32 SG,27327,100
NSE,704GJ33 SG,27660,100
NSE,704GS2029 GS,23919,1
NSE,704HR37 SG,30438,100
NSE,704HR40 SG,757551,100
NSE,704IRFC26 NL,15110,1
NSE,704IRFC28 N6,29607,1
NSE,704JK36 SG,3697,100
NSE,704KA32 SG,30422,100
NSE,704KL34 SG,5539,100
NSE,704MH29 SG,2542,100
NSE,704MH40 SG,757552,100
NSE,704ML30 SG,22012,100
NSE,704MP30 SG,21965,100
NSE,704MZ30 SG,22019,100
NSE,704MZ33 SG,2143,100
NSE,704NBFID35 N0,755873,1
NSE,704NHAI26 NB,14497,1
NSE,704REC28 N4,29614,1
NSE,704RJ30 SG,22048,100
NSE,704RJ32 SG,30423,100
NSE,704RJ36 SG,4780,100
NSE,704TN30 SG,7812,100
NSE,704TN30A SG,8134,100
NSE,704TN30B SG,30178,100
NSE,704TS32 SG,7315,100
NSE,704TS51 SG,3767,100
NSE,BPF02D5R MF,18062,1
NSE,BPF02IDR MF,18063,1
NSE,BPF02IGG MF,18064,1
NSE,BPF02IMD MF,18065,1
NSE,BPF02IMR MF,18066,1
NSE,BPF02IQD MF,18067,1
NSE,BPF02IQR MF,18093,1
NSE,BPF02IWR MF,18094,1
NSE,BPF02RDR MF,18095,1
NSE,BPF02RGG MF,18160,1
NSE,BPF02RMD MF,18161,1
NSE,BPF02RMR MF,18162,1
NSE,BPF02RWR MF,18163,1
NSE,BPL EQ,530,1
NSE,BRACEPORT SM,24905,1600
NSE,BRIGADE EQ,15184,1
NSE,CEWATER EQ,28764,1
NSE,CGCL EQ,20329,1
NSE,CGPOWER EQ,760,1
NSE,CGRAPHICS SM,23468,800
NSE,CHALET EQ,8546,1
NSE,CHAMBLFERT EQ,637,1
NSE,CHAMUNDA ST,29544,3000
NSE,CHANDAN ST,29636,800
NSE,CHAVDA SM,18654,1000
NSE,CHEMBOND EQ,14618,1
NSE,CHEMBONDCH EQ,757989,1
NSE,COSMOFIRST EQ,742,1
NSE,COUNCODOS EQ,16986,1
NSE,CPCAP EQ,20086,1
NSE,CPPLUS EQ,758858,1
NSE,CPS SM,18372,300
NSE,CPSEETF EQ,2328,1
NSE,CRAFTSMAN EQ,2854,1
NSE,CRAYONS SM,16419,1000
NSE,CREATIVE EQ,11155,1
NSE,CREATIVEYE BE,9388,1
NSE,CREDITACC EQ,4421,1
NSE,CREST EQ,13900,1
NSE,CRISIL EQ,757,1
NSE,CITI26 N0,25459,1
NSE,CITI2626 N0,24246,1
NSE,CITI26A N0,27043,1
NSE,CITI27 N0,29637,1
NSE,CLASSICEIL ST,758739,1600
NSE,CLEAN EQ,5049,1
NSE,CLEDUCATE EQ,20223,1
NSE,CLSEL EQ,3482,1
NSE,CLSL SM,18260,2000
NSE,CMNL SM,13731,750
NSE,CMRSL SM,11447,800
NSE,CMSINFO EQ,7603,1
NSE,COALINDIA EQ,20374,1
NSE,COASTCORP EQ,6006,1
NSE,COCHINSHIP EQ,21508,1
NSE,COFFEEDAY EQ,11165,1
NSE,COFORGE EQ,11543,1
NSE,COHANCE EQ,17945,1
NSE,COLPAL EQ,15141,1
NSE,COMMITTED ST,19516,800
NSE,COMMOIETF EQ,13198,1
NSE,COMPINFO BZ,19670,1
NSE,COMPUSOFT EQ,31138,1
NSE,COMSYN EQ,21578,1
NSE,CONCOR EQ,4749,1
NSE,CONCORDBIO EQ,18060,1
NSE,CONFIPET EQ,10238,1
NSE,CONNPLEX SM,758453,800
NSE,CONS EQ,10512,1
NSE,CONSOFINVT EQ,11731,1
NSE,CONSUMBEES EQ,2435,1
NSE,CONSUMER EQ,28969,1
NSE,CONSUMIETF EQ,6446,1
NSE,CONTI SM,2531,3333
NSE,CONTROLPR EQ,17477,1
NSE,COOLCAPS SM,8560,2500
NSE,CORALFINAC EQ,4007,1
NSE,CORDSCABLE EQ,15271,1
NSE,COROMANDEL EQ,739,1
NSE,704UK30 SG,22170,100
NSE,704UP30 SG,22085,100
NSE,704UP31 SG,7534,100
NSE,704WB35 SG,315,100
NSE,705AP31 SG,21237,100
NSE,705AP35 SG,5527,100
NSE,705AP39 SG,757434,100
NSE,705AS30 SG,20774,100
NSE,705AS31 SG,25489,100
NSE,705GJ28 SG,24838,100
NSE,705GJ29 SG,27183,100
NSE,705GJ31 SG,27113,100
NSE,705GJ32 SG,29051,100
NSE,705GJ34 SG,29279,100
NSE,705HP35 SG,2233,100
NSE,705HR38 SG,757549,100
NSE,705HR40 SG,321,100
NSE,705JH30 SG,22198,100
NSE,705KL30 SG,21899,100
NSE,705KL36 SG,5991,100
NSE,705MH32 SG,466,100
NSE,705MN30 SG,21920,100
NSE,705MP32 SG,30420,100
NSE,705MZ29 SG,8130,100
NSE,705MZ35 SG,316,100
NSE,705NL30 SG,21994,100
NSE,705NL31 SG,2242,100
NSE,705OR35 SG,30433,100
NSE,705PN31 SG,2135,100
NSE,705RJ31 SG,2245,100
NSE,705RJ37 SG,30439,100
NSE,705RJ41 SG,3716,100
NSE,705TN26 SG,22119,100
NSE,673TN40 SG,1254,100
NSE,673TS50 SG,1256,100
NSE,674AP37 SG,756859,100
NSE,674GA30 SG,165,100
NSE,674TN50 SG,22112,100
NSE,674TS50 SG,1386,100
NSE,674UK35 SG,756092,100
NSE,674UK35A SG,757561,100
NSE,674UP30 SG,161,100
NSE,675AS40 SG,756061,100
NSE,705TS35 SG,5526,100
NSE,705TS41 SG,3725,100
NSE,705UK29 SG,25765,100
NSE,705UK31 SG,7535,100
NSE,705UK32 SG,30421,100
NSE,705WB30 SG,22143,100
NSE,705WB31 SG,2265,100
NSE,707AP34 SG,29498,100
NSE,707AP36 SG,30412,100
NSE,707AS31 SG,2266,100
NSE,707GJ31 SG,2381,100
NSE,707GJ32 SG,29568,100
NSE,707GJ34 SG,29499,100
NSE,707HR37 SG,4784,100
NSE,707IRFC25 NF,11722,1
NSE,707JK30 SG,20796,100
NSE,675BR27 SG,4980,100
NSE,675GJ27 SG,29517,100
NSE,675GJ29 SG,6093,100
NSE,675GJ31 SG,4575,100
NSE,675GS2029 GS,28530,1
NSE,675HR38 SG,756094,100
NSE,675KA33 SG,74,100
NSE,675KA33A SG,618,100
NSE,675KA34 SG,1092,100
NSE,675KA35 SG,1006,100
NSE,675MH39 SG,756064,100
NSE,675MH40 SG,756097,100
NSE,675RJ30 SG,969,100
NSE,675RJ31 SG,3195,100
NSE,675TR40 SG,756098,100
NSE,676AS32 SG,757730,100
NSE,GMMPFAUDLR EQ,1570,1
NSE,GMRAIRPORT EQ,13528,1
NSE,GMRP&UI EQ,8529,1
NSE,GNA EQ,18571,1
NSE,GNFC EQ,1174,1
NSE,GOACARBON EQ,14687,1
NSE,GOCLCORP EQ,3963,1
NSE,GOCOLORS EQ,6964,1
NSE,GODAVARIB BE,25943,1
NSE,GODFRYPHLP EQ,1181,1
NSE,GODHA BE,1610,1
NSE,GODIGIT EQ,23799,1
NSE,GODREJAGRO EQ,144,1
NSE,GODREJCP EQ,10099,1
NSE,GODREJIND EQ,10925,1
NSE,GODREJPROP EQ,17875,1
NSE,GOENKA BZ,5010,1
NSE,GOKEX EQ,11778,1
NSE,GOKUL EQ,16705,1
NSE,GOKULAGRO EQ,14480,1
NSE,GOLD1 EQ,14858,1
NSE,GOLD360 EQ,30105,1
NSE,GOLDBEES EQ,14428,1
NSE,GOLDCASE EQ,22901,1
NSE,GOLDENTOBC BZ,11619,1
NSE,GOLDETF EQ,14286,1
NSE,GOLDETFADD EQ,15356,1
NSE,GOLDIAM EQ,11971,1
NSE,GOLDIETF EQ,19679,1
NSE,GOLDKART ST,13701,625
NSE,GOLDSHARE EQ,14535,1
NSE,GOLDSTAR SM,1,11250
NSE,GOLDTECH EQ,9874,1
NSE,GOODLUCK EQ,6125,1
NSE,GOPAL EQ,23066,1
NSE,GOYALALUM EQ,11787,1
NSE,GOYALSALT SM,19356,600
NSE,GPECO ST,24113,600
NSE,GPIL EQ,13409,1
NSE,GPPL EQ,19731,1
NSE,707KA29 SG,27184,100
NSE,707LICH30 N0,756707,1
NSE,707MH32 SG,25491,100
NSE,707MP32 SG,460,100
NSE,GPTHEALTH EQ,22846,1
NSE,GPTINFRA EQ,17685,1
NSE,GRANULES EQ,11872,1
NSE,GRAPHISAD SM,20454,1200
NSE,GRAPHITE EQ,592,1
NSE,GRASIM EQ,1232,1
NSE,GRAVITA EQ,20534,1
NSE,GRCL SM,14052,250
NSE,GREAVESCOT EQ,1235,1
NSE,GREENCHEF SM,17092,800
NSE,GREENLAM EQ,6848,1
NSE,GREENPANEL EQ,13810,1
NSE,707RJ46 SG,3763,100
NSE,707TN38 SG,7318,100
NSE,707TN55 SG,757715,100
NSE,707TS52 SG,30452,100
NSE,707TS55 SG,30453,100
NSE,707WB37 SG,757926,100
NSE,70826LTF28 N0,759287,1
NSE,708AP35 SG,6485,100
NSE,708AP35A SG,29520,100
NSE,708AP37 SG,30437,100
NSE,708AP40 SG,6487,100
NSE,708AP40A SG,757437,100
NSE,708CG29 SG,2380,100
NSE,708CG30 SG,22159,100
NSE,708GJ31 SG,2671,100
NSE,708GJ33 SG,27114,100
NSE,708GJ33B SG,29708,100
NSE,708GJ34 SG,29569,100
NSE,708HP34 SG,25830,100
NSE,708HR39 SG,30440,100
NSE,708IIFCL35 N0,757058,1
NSE,708JCL28 N0,757345,1
NSE,708JK36 SG,5544,100
NSE,708JK46 SG,27688,100
NSE,708JK46A SG,757554,100
NSE,708JK55 SG,29301,100
NSE,708KA31 SG,20797,100
NSE,708KA31A SG,29572,100
NSE,708KA34 SG,468,100
NSE,708KA34A SG,6212,100
NSE,708KA34B SG,25831,100
NSE,708KL31 SG,27151,100
NSE,708KL40 SG,30443,100
NSE,708MH31 SG,2383,100
NSE,708MH39 SG,757550,100
NSE,708MP29 SG,8351,100
NSE,708MZ39 SG,757436,100
NSE,708PGC34 N0,25905,1
